,latitud,longitud,profundidad (km),magnitud (M),distrito,gasto por daño
515,-18.2,-70.2,33,5.3,20,71909500000.0
516,-11.074,-74.799,43,5.0,8,167976388949.99994
517,-8.317,-74.251,164,5.3,32,15037537500.0
518,-17.221,-73.08,34,4.9,20,71909500000.0
519,-16.1,-74.4,33,4.9,29,82972500000.0
520,-10.794,-79.13,22,5.3,10,55328000000.0
521,-11.956,-76.195,90,4.7,38,259756250000.0
522,-15.3,-69.63,116,4.6,20,71909500000.0
523,-11.3,-73.7,33,5.2,8,167976388949.99994
524,-16.404,-73.876,62,4.7,20,71909500000.0
525,-9.029,-79.522,41,4.6,10,55328000000.0
526,-14.734,-70.763,100,5.2,20,71909500000.0
527,-9.865,-78.577,28,4.9,10,55328000000.0
528,-12.1,-74.9,21,4.8,8,167976388949.99994
529,-12.7,-74.7,149,4.8,34,66667680000.0
530,-10.819,-79.001,20,5.1,10,55328000000.0
531,-16.429,-72.006,115,5.3,20,71909500000.0
532,-15.07,-72.06,131,4.6,20,71909500000.0
533,-7.44,-74.578,145,5.3,36,37964700000.0
534,-11.225,-79.242,11,4.9,0,291359135593.2201
535,-17.18,-70.66,134,4.8,20,71909500000.0
536,-14.4,-70.65,86,4.5,20,71909500000.0
537,-5.3,-82.5,22,5.6,13,43009540000.0
538,-18.309,-70.325,94,5.2,20,71909500000.0
539,-15.17,-73.47,113,5.1,29,82972500000.0
540,-8.956,-71.389,605,5.0,8,167976388949.99994
541,-4.57,-78.0,67,4.7,36,37964700000.0
542,-16.968,-72.907,26,5.2,20,71909500000.0
543,-5.2,-80.7,48,4.6,13,43009540000.0
544,-13.0,-74.1,109,4.8,34,66667680000.0
545,-18.32,-70.038,107,4.7,20,71909500000.0
546,-16.4,-69.6,228,4.7,20,71909500000.0
547,-15.14,-72.03,136,4.5,20,71909500000.0
548,-5.211,-75.361,54,5.6,36,37964700000.0
549,-9.115,-71.296,600,6.2,8,167976388949.99994
550,-8.488,-80.209,27,4.9,13,43009540000.0
551,-15.8,-71.17,90,4.9,20,71909500000.0
552,-10.47,-75.03,33,5.0,8,167976388949.99994
553,-17.593,-69.645,153,4.9,20,71909500000.0
554,-11.03,-74.86,155,4.8,8,167976388949.99994
555,-11.049,-79.15,26,5.1,0,291359135593.2201
556,-11.017,-79.176,31,4.9,0,291359135593.2201
557,-6.679,-74.975,140,5.3,36,37964700000.0
558,-10.493,-73.818,137,4.9,8,167976388949.99994
559,-9.003,-71.296,606,5.6,8,167976388949.99994
560,-16.4,-74.5,76,4.8,29,82972500000.0
561,-5.02,-80.9,88,4.9,13,43009540000.0
562,-8.86,-76.29,3,5.0,32,15037537500.0
563,-9.88,-75.5,33,4.9,8,167976388949.99994
564,-8.02,-74.34,33,4.5,32,15037537500.0
565,-16.2,-73.28,97,4.9,20,71909500000.0
566,-16.12,-72.83,113,4.8,20,71909500000.0
567,-8.2,-73.68,137,4.9,32,15037537500.0
568,-6.175,-76.664,42,5.2,36,37964700000.0
569,-16.48,-69.74,213,4.8,20,71909500000.0
570,-5.71,-79.4,67,4.8,13,43009540000.0
571,-6.5,-80.4,45,4.9,13,43009540000.0
572,-5.4,-75.9,33,4.9,36,37964700000.0
573,-8.553,-74.865,136,5.1,32,15037537500.0
574,-9.06,-79.97,86,4.7,13,43009540000.0
575,-16.2,-72.0,162,4.5,20,71909500000.0
576,-15.67,-76.36,33,5.0,29,82972500000.0
577,-11.2,-77.7,33,4.9,0,291359135593.2201
578,-10.325,-74.6,118,5.4,8,167976388949.99994
579,-15.95,-75.4,19,5.1,29,82972500000.0
580,-8.2,-79.9,37,4.8,13,43009540000.0
581,-16.19,-75.269,36,5.0,29,82972500000.0
582,-16.48,-75.49,14,4.9,29,82972500000.0
583,-9.86,-75.7,38,4.9,32,15037537500.0
584,-10.984,-79.212,28,5.1,0,291359135593.2201
585,-8.483,-74.489,150,5.4,32,15037537500.0
586,-15.7,-75.5,33,4.8,29,82972500000.0
587,-15.55,-75.67,30,5.1,29,82972500000.0
588,-11.58,-77.743,48,4.8,0,291359135593.2201
589,-18.55,-71.39,45,4.7,20,71909500000.0
590,-10.8,-79.1,33,4.5,10,55328000000.0
591,-8.18,-74.34,181,4.5,32,15037537500.0
592,-15.017,-73.388,98,5.8,34,66667680000.0
593,-15.213,-75.813,30,5.0,29,82972500000.0
594,-3.903,-80.989,40,4.9,13,43009540000.0
595,-9.977,-74.369,189,4.9,8,167976388949.99994
596,-15.434,-73.913,94,5.3,29,82972500000.0
597,-11.0,-74.9,31,4.7,8,167976388949.99994
598,-10.9,-74.9,26,4.8,8,167976388949.99994
599,-15.999,-74.984,15,5.2,29,82972500000.0
600,-8.953,-74.505,147,4.9,8,167976388949.99994
601,-12.188,-77.438,43,4.8,18,22450590000.0
602,-8.842,-74.563,150,5.0,32,15037537500.0
603,-15.15,-74.798,82,5.5,29,82972500000.0
604,-17.632,-72.21,46,5.5,20,71909500000.0
605,-6.265,-77.392,110,5.0,36,37964700000.0
606,-13.16,-75.27,95,5.0,29,82972500000.0
607,-9.171,-80.659,7,4.7,13,43009540000.0
608,-15.85,-71.02,57,4.9,20,71909500000.0
609,-11.338,-79.716,10,5.2,0,291359135593.2201
610,-13.406,-76.152,49,4.7,29,82972500000.0
611,-17.16,-72.12,100,4.7,20,71909500000.0
612,-15.8,-75.6,47,4.6,29,82972500000.0
613,-12.069,-74.947,30,4.9,8,167976388949.99994
614,-12.987,-76.724,52,5.8,22,87387300000.0
615,-8.43,-75.13,106,4.9,32,15037537500.0
616,-13.68,-74.892,109,5.5,29,82972500000.0
617,-8.1,-74.9,33,4.9,32,15037537500.0
618,-8.275,-75.11,139,4.8,32,15037537500.0
619,-16.96,-69.49,191,4.5,20,71909500000.0
620,-8.47,-73.773,39,5.3,8,167976388949.99994
621,-8.257,-80.425,33,4.7,13,43009540000.0
622,-14.043,-75.351,79,4.7,29,82972500000.0
623,-4.98,-81.4,46,4.8,13,43009540000.0
624,-10.99,-78.35,47,5.3,0,291359135593.2201
625,-12.643,-77.017,59,5.2,22,87387300000.0
626,-4.302,-81.556,30,5.3,13,43009540000.0
627,-15.9,-74.8,66,5.0,29,82972500000.0
628,-17.5,-71.6,65,4.7,20,71909500000.0
629,-9.975,-71.148,597,5.3,34,66667680000.0
630,-10.49,-78.251,74,5.3,10,55328000000.0
631,-10.625,-79.682,35,6.7,10,55328000000.0
632,-10.745,-79.665,40,5.0,10,55328000000.0
633,-10.56,-79.63,22,5.1,10,55328000000.0
634,-17.08,-72.49,33,4.5,20,71909500000.0
635,-10.65,-79.467,34,5.0,10,55328000000.0
636,-18.32,-71.54,37,4.6,20,71909500000.0
637,-7.4,-75.9,33,4.8,36,37964700000.0
638,-7.944,-74.431,146,5.5,32,15037537500.0
639,-16.2,-75.4,44,4.9,29,82972500000.0
640,-15.913,-75.385,15,5.0,29,82972500000.0
641,-16.65,-72.8,99,4.9,20,71909500000.0
642,-7.33,-81.405,22,5.3,13,43009540000.0
643,-14.572,-75.605,63,5.7,29,82972500000.0
644,-4.0,-75.0,33,4.6,36,37964700000.0
645,-8.31,-74.0,183,4.5,32,15037537500.0
646,-10.407,-71.156,587,5.3,34,66667680000.0
647,-3.471,-78.187,55,4.9,36,37964700000.0
648,-11.502,-78.399,83,5.1,0,291359135593.2201
649,-13.627,-76.267,67,4.9,29,82972500000.0
650,-5.1,-75.2,116,4.5,36,37964700000.0
651,-17.14,-69.936,155,4.8,20,71909500000.0
652,-14.875,-76.055,47,4.9,29,82972500000.0
653,-8.523,-74.26,159,5.0,32,15037537500.0
654,-7.726,-81.444,20,5.5,13,43009540000.0
655,-2.759,-77.655,95,6.0,36,37964700000.0
656,-11.267,-75.463,155,4.5,8,167976388949.99994
657,-15.9,-73.7,93,4.9,20,71909500000.0
658,-16.25,-74.6,38,4.8,29,82972500000.0
659,-9.9,-75.58,118,4.7,8,167976388949.99994
660,-17.4,-71.8,34,4.5,20,71909500000.0
661,-12.566,-76.612,72,4.9,22,87387300000.0
662,-11.1,-74.3,33,4.9,8,167976388949.99994
663,-8.19,-80.27,47,5.5,13,43009540000.0
664,-17.231,-71.061,87,5.1,20,71909500000.0
665,-14.4,-72.2,33,4.9,20,71909500000.0
666,-13.9,-69.8,67,4.9,20,71909500000.0
667,-5.57,-77.4,137,5.1,36,37964700000.0
668,-9.1,-75.1,33,4.9,32,15037537500.0
669,-2.938,-77.13,113,5.5,36,37964700000.0
670,-7.9,-81.6,27,4.6,13,43009540000.0
671,-16.2,-75.4,9,4.9,29,82972500000.0
672,-17.87,-69.277,153,4.8,20,71909500000.0
673,-16.577,-72.73,70,5.3,20,71909500000.0
674,-9.861,-74.659,129,5.4,8,167976388949.99994
675,-6.467,-78.422,14,4.9,36,37964700000.0
676,-10.69,-74.01,116,4.9,8,167976388949.99994
677,-8.063,-74.565,144,4.7,32,15037537500.0
678,-9.617,-80.023,17,4.6,10,55328000000.0
679,-11.276,-75.871,124,4.9,38,259756250000.0
680,-9.58,-75.718,77,4.9,32,15037537500.0
681,-8.61,-74.45,155,4.8,32,15037537500.0
682,-18.487,-69.804,115,5.6,20,71909500000.0
683,-8.89,-74.62,33,4.9,32,15037537500.0
684,-17.182,-71.35,83,4.9,20,71909500000.0
685,-8.24,-75.2,33,4.8,32,15037537500.0
686,-8.375,-74.352,170,4.8,32,15037537500.0
687,-17.2,-71.9,72,4.6,20,71909500000.0
688,-14.5,-70.1,85,4.7,20,71909500000.0
689,-12.597,-76.592,68,5.3,22,87387300000.0
690,-12.714,-76.592,67,5.3,22,87387300000.0
691,-9.162,-71.396,594,5.1,8,167976388949.99994
692,-16.514,-72.117,15,5.3,20,71909500000.0
693,-10.469,-79.359,33,4.9,10,55328000000.0
694,-15.53,-71.05,50,4.9,20,71909500000.0
695,-2.536,-76.931,143,4.8,36,37964700000.0
696,-8.95,-74.65,51,4.9,32,15037537500.0
697,-4.1,-78.2,84,4.7,36,37964700000.0
698,-17.74,-69.89,139,4.5,20,71909500000.0
699,-11.39,-76.81,31,4.9,0,291359135593.2201
700,-17.63,-71.7,54,4.8,20,71909500000.0
701,-13.29,-74.778,101,4.8,29,82972500000.0
702,-11.31,-78.058,48,4.7,0,291359135593.2201
703,-10.997,-79.131,39,4.9,0,291359135593.2201
704,-4.946,-78.039,54,5.2,36,37964700000.0
705,-15.71,-72.2,41,4.9,20,71909500000.0
706,-5.888,-81.051,24,5.5,13,43009540000.0
707,-5.555,-77.119,20,5.3,36,37964700000.0
708,-8.355,-80.002,38,5.0,13,43009540000.0
709,-17.42,-72.454,39,4.9,20,71909500000.0
710,-14.451,-70.52,100,5.2,20,71909500000.0
711,-16.3,-74.8,33,4.8,29,82972500000.0
712,-2.596,-77.313,117,5.2,36,37964700000.0
713,-5.312,-81.824,21,5.8,13,43009540000.0
714,-5.2,-82.0,33,4.5,13,43009540000.0
715,-3.794,-76.539,98,5.6,36,37964700000.0
716,-15.88,-73.02,110,4.6,20,71909500000.0
717,-5.5,-81.6,27,4.8,13,43009540000.0
718,-8.1,-76.9,103,4.7,32,15037537500.0
719,-16.73,-72.0,114,4.5,20,71909500000.0
720,-7.126,-80.656,100,5.3,13,43009540000.0
721,-7.7,-74.36,128,4.9,32,15037537500.0
722,-6.34,-76.47,112,4.7,36,37964700000.0
723,-5.9,-77.2,14,4.8,36,37964700000.0
724,-5.571,-77.13,16,6.9,36,37964700000.0
725,-5.3,-77.13,33,5.1,36,37964700000.0
726,-3.4,-77.3,100,4.9,36,37964700000.0
727,-5.9,-77.2,147,4.8,36,37964700000.0
728,-5.772,-77.148,25,4.8,36,37964700000.0
729,-5.519,-77.279,24,5.6,36,37964700000.0
730,-5.609,-77.236,25,4.9,36,37964700000.0
731,-4.1,-77.4,100,4.9,36,37964700000.0
732,-5.75,-77.0,91,5.0,36,37964700000.0
733,-5.5,-77.0,33,4.8,36,37964700000.0
734,-5.64,-77.18,38,5.1,36,37964700000.0
735,-5.14,-77.13,33,4.5,36,37964700000.0
736,-5.612,-77.239,24,5.3,36,37964700000.0
737,-7.5,-80.5,33,4.8,13,43009540000.0
738,-5.584,-77.241,24,5.2,36,37964700000.0
739,-5.3,-77.12,33,4.9,36,37964700000.0
740,-5.66,-77.0,49,4.9,36,37964700000.0
741,-5.564,-77.204,27,4.9,36,37964700000.0
742,-5.1,-77.4,0,4.8,36,37964700000.0
743,-5.55,-76.97,33,4.8,36,37964700000.0
744,-5.603,-77.587,25,5.2,36,37964700000.0
745,-5.7,-77.9,33,4.9,36,37964700000.0
746,-5.657,-77.439,25,5.3,36,37964700000.0
747,-5.66,-77.1,33,4.9,36,37964700000.0
748,-5.598,-77.282,19,5.4,36,37964700000.0
749,-5.83,-77.31,118,4.9,36,37964700000.0
750,-5.42,-77.13,16,4.8,36,37964700000.0
751,-5.52,-77.01,33,4.9,36,37964700000.0
752,-5.531,-77.225,19,6.0,36,37964700000.0
753,-6.01,-77.5,154,4.8,36,37964700000.0
754,-5.598,-77.24,18,5.5,36,37964700000.0
755,-5.647,-77.206,12,5.1,36,37964700000.0
756,-5.62,-77.15,23,5.8,36,37964700000.0
757,-5.9,-77.4,115,4.8,36,37964700000.0
758,-5.53,-77.467,30,5.1,36,37964700000.0
759,-5.437,-77.394,29,5.2,36,37964700000.0
760,-5.49,-77.0,44,4.9,36,37964700000.0
761,-5.39,-76.9,33,4.6,36,37964700000.0
762,-5.734,-77.121,23,4.9,36,37964700000.0
763,-5.572,-77.045,24,4.9,36,37964700000.0
764,-5.518,-77.056,26,5.0,36,37964700000.0
765,-5.4,-76.6,33,4.8,36,37964700000.0
766,-5.51,-76.95,36,4.9,36,37964700000.0
767,-5.6,-77.28,33,4.9,36,37964700000.0
768,-15.531,-70.307,222,4.7,20,71909500000.0
769,-5.8,-78.2,33,4.7,36,37964700000.0
770,-7.1,-76.7,33,4.8,36,37964700000.0
771,-5.69,-77.2,64,4.9,36,37964700000.0
772,-5.49,-77.09,23,4.7,36,37964700000.0
773,-5.617,-77.149,35,4.8,36,37964700000.0
774,-5.56,-76.84,120,4.7,36,37964700000.0
775,-5.762,-77.273,24,5.2,36,37964700000.0
776,-6.24,-78.0,98,4.8,36,37964700000.0
777,-6.2,-76.7,153,4.6,36,37964700000.0
778,-17.2,-70.75,121,4.7,20,71909500000.0
779,-5.58,-77.169,47,5.3,36,37964700000.0
780,-5.57,-77.17,48,4.9,36,37964700000.0
781,-5.78,-76.9,98,4.9,36,37964700000.0
782,-5.76,-76.6,67,4.5,36,37964700000.0
783,-5.96,-77.8,114,4.8,36,37964700000.0
784,-7.72,-74.29,141,4.9,32,15037537500.0
785,-11.415,-74.64,5,4.9,8,167976388949.99994
786,-6.06,-77.3,134,4.9,36,37964700000.0
787,-5.39,-77.1,30,4.6,36,37964700000.0
788,-5.71,-77.295,24,5.2,36,37964700000.0
789,-16.23,-72.1,117,4.6,20,71909500000.0
790,-5.82,-76.92,111,4.7,36,37964700000.0
791,-5.527,-77.556,25,4.8,36,37964700000.0
792,-5.72,-76.98,90,4.9,36,37964700000.0
793,-5.713,-77.13,31,5.7,36,37964700000.0
794,-5.629,-76.995,29,5.1,36,37964700000.0
795,-5.322,-77.257,25,4.9,36,37964700000.0
796,-5.45,-76.89,39,4.7,36,37964700000.0
797,-5.633,-76.896,30,4.9,36,37964700000.0
798,-5.713,-77.469,23,5.3,36,37964700000.0
799,-5.675,-77.046,19,4.9,36,37964700000.0
800,-5.81,-76.97,120,4.5,36,37964700000.0
801,-17.8,-71.8,64,4.6,20,71909500000.0
802,-8.614,-74.264,155,5.4,32,15037537500.0
803,-5.55,-76.76,131,4.7,36,37964700000.0
804,-16.62,-69.36,211,4.7,20,71909500000.0
805,-5.664,-77.115,50,5.3,36,37964700000.0
806,-6.936,-80.438,30,6.5,13,43009540000.0
807,-5.84,-77.6,93,4.8,36,37964700000.0
808,-15.2,-76.0,42,4.8,29,82972500000.0
809,-12.988,-76.939,42,4.9,22,87387300000.0
810,-15.242,-73.97,96,5.8,29,82972500000.0
811,-15.53,-70.88,190,4.9,20,71909500000.0
812,-5.73,-77.09,96,4.9,36,37964700000.0
813,-17.64,-69.57,173,4.6,20,71909500000.0
814,-8.871,-72.856,28,5.3,8,167976388949.99994
815,-5.804,-77.324,33,5.3,36,37964700000.0
816,-11.05,-76.6,111,4.8,38,259756250000.0
817,-6.12,-77.8,90,4.8,36,37964700000.0
818,-5.793,-80.384,45,5.6,13,43009540000.0
819,-5.568,-77.192,25,5.3,36,37964700000.0
820,-8.718,-74.505,146,5.7,32,15037537500.0
821,-8.701,-74.487,143,6.1,32,15037537500.0
822,-17.21,-71.1,108,4.5,20,71909500000.0
823,-15.31,-70.76,196,4.9,20,71909500000.0
824,-13.721,-75.897,73,4.9,29,82972500000.0
825,-9.61,-75.8,100,4.8,32,15037537500.0
826,-11.888,-75.087,41,5.3,8,167976388949.99994
827,-13.171,-76.361,68,6.2,22,87387300000.0
828,-10.014,-74.729,31,5.2,8,167976388949.99994
829,-4.096,-80.921,43,5.0,13,43009540000.0
830,-17.164,-70.179,143,5.1,20,71909500000.0
831,-16.376,-73.453,42,5.9,20,71909500000.0
832,-16.57,-73.78,33,4.9,20,71909500000.0
833,-16.6,-73.4,69,4.7,20,71909500000.0
834,-5.82,-77.3,102,4.8,36,37964700000.0
835,-16.413,-73.517,49,5.3,20,71909500000.0
836,-4.164,-80.597,43,5.2,13,43009540000.0
837,-16.76,-72.15,94,4.6,20,71909500000.0
838,-5.383,-77.252,17,5.1,36,37964700000.0
839,-15.92,-74.2,76,4.8,29,82972500000.0
840,-10.98,-76.23,161,5.1,38,259756250000.0
841,-5.72,-77.0,115,4.6,36,37964700000.0
842,-2.781,-76.818,126,4.9,36,37964700000.0
843,-8.565,-80.29,20,5.1,13,43009540000.0
844,-14.06,-75.97,89,4.9,29,82972500000.0
845,-10.603,-74.809,43,5.8,8,167976388949.99994
846,-7.35,-74.53,112,4.7,36,37964700000.0
847,-10.92,-74.726,13,5.2,8,167976388949.99994
848,-15.773,-70.618,200,4.7,20,71909500000.0
849,-5.77,-77.52,87,4.9,36,37964700000.0
850,-15.343,-73.847,90,5.3,29,82972500000.0
851,-16.65,-73.65,53,4.8,20,71909500000.0
852,-18.353,-69.973,90,4.9,20,71909500000.0
853,-17.434,-69.412,169,5.2,20,71909500000.0
854,-18.28,-70.14,107,4.6,20,71909500000.0
855,-8.776,-81.414,23,5.4,13,43009540000.0
856,-13.5,-74.5,112,5.0,34,66667680000.0
857,-16.142,-70.918,42,5.4,20,71909500000.0
858,-6.09,-77.2,100,4.8,36,37964700000.0
859,-6.14,-77.8,14,4.7,36,37964700000.0
860,-18.638,-70.693,41,5.3,20,71909500000.0
861,-13.48,-69.3,661,4.5,20,71909500000.0
862,-14.081,-72.739,93,5.4,34,66667680000.0
863,-13.54,-77.75,43,4.8,22,87387300000.0
864,-8.673,-74.382,149,5.0,32,15037537500.0
865,-6.3,-78.8,153,4.6,13,43009540000.0
866,-16.7,-74.0,55,4.9,20,71909500000.0
867,-8.318,-78.879,77,4.8,32,15037537500.0
868,-6.39,-81.3,21,4.9,13,43009540000.0
869,-15.2,-76.2,33,5.2,29,82972500000.0
870,-15.552,-76.118,21,4.9,29,82972500000.0
871,-5.696,-77.154,21,5.3,36,37964700000.0
872,-8.11,-80.08,47,6.1,13,43009540000.0
873,-15.83,-73.02,119,4.9,20,71909500000.0
874,-5.8,-77.5,126,4.7,36,37964700000.0
875,-8.249,-80.014,28,5.5,13,43009540000.0
876,-8.133,-80.291,43,5.0,13,43009540000.0
877,-9.01,-75.429,129,4.9,32,15037537500.0
878,-2.58,-76.44,146,4.9,36,37964700000.0
879,-15.5,-75.77,33,5.2,29,82972500000.0
880,-6.7,-74.48,33,4.9,36,37964700000.0
881,-16.3,-69.6,140,4.5,20,71909500000.0
882,-14.231,-74.577,101,5.4,29,82972500000.0
883,-17.41,-69.88,151,4.8,20,71909500000.0
884,-6.18,-76.77,140,5.1,36,37964700000.0
885,-6.59,-76.2,43,5.0,36,37964700000.0
886,-5.472,-77.001,20,5.0,36,37964700000.0
887,-9.53,-79.059,50,5.1,10,55328000000.0
888,-7.98,-80.15,37,5.7,13,43009540000.0
889,-15.19,-76.23,33,4.8,29,82972500000.0
890,-13.648,-74.63,109,5.1,29,82972500000.0
891,-8.4,-75.6,33,4.9,32,15037537500.0
892,-5.466,-76.993,25,5.1,36,37964700000.0
893,-15.3,-75.6,2,4.7,29,82972500000.0
894,-15.407,-75.76,27,5.1,29,82972500000.0
895,-4.365,-80.764,66,5.0,13,43009540000.0
896,-11.4,-76.6,33,5.2,38,259756250000.0
897,-14.5,-73.4,93,4.8,34,66667680000.0
898,-10.1,-74.97,98,4.7,8,167976388949.99994
899,-13.17,-74.55,95,4.8,34,66667680000.0
900,-16.569,-73.637,60,4.9,20,71909500000.0
901,-5.361,-77.367,21,5.4,36,37964700000.0
902,-14.72,-72.28,116,4.9,20,71909500000.0
903,-17.77,-69.67,140,4.7,20,71909500000.0
904,-5.54,-77.11,21,4.8,36,37964700000.0
905,-15.36,-73.03,112,4.8,20,71909500000.0
906,-17.6,-70.5,73,4.5,20,71909500000.0
907,-5.51,-77.2,61,4.8,36,37964700000.0
908,-9.506,-77.917,116,4.7,10,55328000000.0
909,-10.735,-78.954,23,4.7,10,55328000000.0
910,-2.231,-76.871,162,5.7,36,37964700000.0
911,-9.826,-79.016,45,5.2,10,55328000000.0
912,-16.66,-73.767,40,4.8,20,71909500000.0
913,-8.43,-74.227,161,5.3,32,15037537500.0
914,-8.407,-80.396,20,5.2,13,43009540000.0
915,-8.671,-79.828,44,5.3,13,43009540000.0
916,-16.95,-71.27,121,4.5,20,71909500000.0
917,-6.054,-82.13,15,5.3,13,43009540000.0
918,-16.79,-72.67,98,4.9,20,71909500000.0
919,-14.977,-75.959,25,5.0,29,82972500000.0
920,-14.059,-75.615,73,4.9,29,82972500000.0
921,-3.56,-76.88,76,5.0,36,37964700000.0
922,-16.527,-73.819,68,4.9,20,71909500000.0
923,-5.3,-81.1,50,4.9,13,43009540000.0
924,-3.956,-80.848,37,5.3,13,43009540000.0
925,-4.226,-80.989,28,5.0,13,43009540000.0
926,-5.544,-77.091,20,5.5,36,37964700000.0
927,-8.851,-80.868,27,5.1,13,43009540000.0
928,-4.33,-76.688,124,5.0,36,37964700000.0
929,-16.63,-69.6,210,4.6,20,71909500000.0
930,-8.403,-74.386,153,5.0,32,15037537500.0
931,-17.3,-72.41,57,6.0,20,71909500000.0
932,-14.86,-71.9,143,4.9,20,71909500000.0
933,-11.875,-75.104,7,6.1,8,167976388949.99994
934,-11.916,-75.136,27,5.0,8,167976388949.99994
935,-11.922,-75.11,6,5.1,8,167976388949.99994
936,-11.931,-75.122,42,4.9,8,167976388949.99994
937,-15.21,-75.8,33,4.8,29,82972500000.0
938,-11.984,-75.229,0,5.1,8,167976388949.99994
939,-11.745,-75.106,33,4.7,8,167976388949.99994
940,-11.889,-75.251,39,5.3,8,167976388949.99994
941,-13.54,-72.58,47,4.9,34,66667680000.0
942,-8.329,-76.97,16,5.0,32,15037537500.0
943,-5.418,-81.768,37,5.3,13,43009540000.0
944,-15.866,-74.217,77,5.3,29,82972500000.0
945,-11.8,-74.7,70,4.7,8,167976388949.99994
946,-15.43,-72.09,130,4.8,20,71909500000.0
947,-12.849,-77.462,38,4.9,22,87387300000.0
948,-14.4,-73.4,93,4.7,34,66667680000.0
949,-8.614,-77.153,75,4.9,32,15037537500.0
950,-17.473,-70.108,141,5.2,20,71909500000.0
951,-7.94,-80.47,2,4.7,13,43009540000.0
952,-14.372,-73.459,88,5.2,34,66667680000.0
953,-3.801,-80.768,51,4.9,13,43009540000.0
954,-17.8,-71.943,33,5.5,20,71909500000.0
955,-17.7,-70.7,68,4.5,20,71909500000.0
956,-5.94,-77.4,124,4.6,36,37964700000.0
957,-16.93,-72.36,86,4.5,20,71909500000.0
958,-17.76,-71.6,66,4.8,20,71909500000.0
959,-15.942,-74.933,30,5.1,29,82972500000.0
960,-5.09,-81.6,45,4.6,13,43009540000.0
961,-11.952,-74.246,16,5.2,8,167976388949.99994
962,-11.873,-75.217,15,6.3,8,167976388949.99994
963,-11.767,-74.984,47,5.3,8,167976388949.99994
964,-11.713,-74.99,23,5.8,8,167976388949.99994
965,-11.819,-75.216,48,5.4,8,167976388949.99994
966,-11.818,-75.077,11,5.9,8,167976388949.99994
967,-11.752,-75.205,15,5.3,8,167976388949.99994
968,-11.934,-74.997,53,5.6,8,167976388949.99994
969,-12.013,-75.148,5,4.8,8,167976388949.99994
970,-11.965,-75.18,20,5.1,8,167976388949.99994
971,-12.024,-75.098,5,4.9,8,167976388949.99994
972,-11.789,-75.03,5,4.7,8,167976388949.99994
973,-11.776,-75.15,30,5.3,8,167976388949.99994
974,-11.808,-75.107,24,5.4,8,167976388949.99994
975,-11.9,-74.6,33,4.9,8,167976388949.99994
976,-11.816,-75.154,38,5.3,8,167976388949.99994
977,-9.98,-73.36,191,4.5,8,167976388949.99994
978,-11.738,-75.091,46,4.8,8,167976388949.99994
979,-15.3,-75.6,23,4.6,29,82972500000.0
980,-14.39,-75.4,80,4.9,29,82972500000.0
981,-14.969,-71.51,137,5.4,20,71909500000.0
982,-17.55,-70.38,33,4.5,20,71909500000.0
983,-11.962,-75.241,16,5.3,8,167976388949.99994
984,-18.281,-71.619,27,5.7,20,71909500000.0
985,-11.923,-75.102,8,4.9,8,167976388949.99994
986,-5.4,-81.5,12,4.9,13,43009540000.0
987,-14.78,-71.12,182,4.7,20,71909500000.0
988,-10.12,-75.36,152,4.6,8,167976388949.99994
989,-15.3,-71.89,141,4.6,20,71909500000.0
990,-7.53,-81.7,36,4.9,13,43009540000.0
991,-15.52,-70.64,210,4.7,20,71909500000.0
992,-10.213,-75.649,38,5.2,8,167976388949.99994
993,-10.25,-75.57,35,4.9,8,167976388949.99994
994,-7.302,-74.686,147,5.0,36,37964700000.0
995,-14.562,-76.007,14,4.7,29,82972500000.0
996,-17.67,-69.77,153,4.5,20,71909500000.0
997,-17.57,-72.4,44,4.6,20,71909500000.0
998,-16.558,-72.653,78,5.3,20,71909500000.0
999,-16.929,-72.779,54,5.5,20,71909500000.0
1000,-3.26,-80.74,44,4.8,13,43009540000.0
1001,-10.999,-75.447,99,4.9,8,167976388949.99994
1002,-5.99,-77.3,138,4.8,36,37964700000.0
1003,-17.31,-70.93,118,5.3,20,71909500000.0
1004,-11.947,-75.053,55,4.5,8,167976388949.99994
1005,-15.73,-73.43,102,4.5,20,71909500000.0
1006,-10.756,-77.584,2,5.1,0,291359135593.2201
1007,-7.86,-74.58,156,4.9,32,15037537500.0
1008,-4.21,-76.98,106,4.9,36,37964700000.0
1009,-7.16,-76.9,33,4.9,36,37964700000.0
1010,-16.0,-71.0,203,4.9,20,71909500000.0
1011,-2.7,-75.3,58,5.1,36,37964700000.0
1012,-5.33,-76.7,63,5.1,36,37964700000.0
1013,-12.721,-77.331,31,5.1,22,87387300000.0
1014,-16.098,-71.695,139,5.7,20,71909500000.0
1015,-9.912,-75.542,27,6.0,8,167976388949.99994
1016,-15.88,-71.49,156,4.9,20,71909500000.0
1017,-13.702,-73.991,92,5.6,34,66667680000.0
1018,-13.747,-74.132,87,5.3,34,66667680000.0
1019,-16.101,-74.866,27,5.4,29,82972500000.0
1020,-11.926,-75.206,36,4.6,8,167976388949.99994
1021,-14.596,-73.81,82,4.9,29,82972500000.0
1022,-15.062,-72.692,106,5.3,20,71909500000.0
1023,-10.85,-75.06,92,4.8,8,167976388949.99994
1024,-16.54,-69.6,194,4.9,20,71909500000.0
1025,-5.746,-80.21,71,5.7,13,43009540000.0
1026,-15.699,-75.018,28,5.5,29,82972500000.0
1027,-3.37,-77.38,88,4.9,36,37964700000.0
